DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_NM,DEST,DEST_CITY_NAME,DEST_STATE_ABR,CRSDepTime,DepartureDelay,DepDelay15,TaxiInTime,ArrivalDelay,CRSDuration,ActualDuration,ActualAirTime),DISTANCE,DepDelayOver15,ArrDelayOver15
5,7,1/5/14,VX,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1425,-2,0,6,-11,120,111,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
18,2,3/18/14,WN,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,2120,29,1,4,29,120,120,108,697,Departure Delay more than 15 min,Arrival Delay more than 15 min
3,5,1/3/14,VX,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1425,3,0,7,9,120,126,108,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
4,6,1/4/14,VX,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1605,-2,0,7,-10,125,117,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
11,5,4/11/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,700,-5,0,8,-13,131,123,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
26,3,3/26/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,2252,25,1,6,18,123,116,96,679,Departure Delay more than 15 min,Arrival Delay more than 15 min
5,7,1/5/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1640,40,1,9,32,120,112,93,672,Departure Delay more than 15 min,Arrival Delay more than 15 min
13,4,2/13/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1210,30,1,4,23,120,113,101,671,Departure Delay more than 15 min,Arrival Delay more than 15 min
22,6,2/22/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,2100,-7,0,6,-6,116,117,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
11,2,3/11/14,AS,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,620,-7,0,7,-1,119,125,99,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
24,5,1/24/14,VX,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1615,-6,0,8,-23,125,108,88,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
7,1,4/7/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1538,102,1,5,83,131,112,90,679,Departure Delay more than 15 min,Arrival Delay more than 15 min
27,4,3/27/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,700,-1,0,5,-2,133,132,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
16,7,3/16/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,700,-15,0,7,-13,118,120,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
4,2,3/4/14,VX,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,2005,30,1,6,24,120,114,96,679,Departure Delay more than 15 min,Arrival Delay more than 15 min
17,1,2/17/14,VX,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,700,-6,0,7,-7,120,119,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
24,4,4/24/14,AS,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,620,-10,0,12,-7,119,122,94,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
27,7,4/27/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,700,-9,0,4,-5,120,124,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
10,4,4/10/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1538,-3,0,9,-12,131,122,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
11,2,2/11/14,AS,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,620,-10,0,6,10,119,139,112,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
20,4,3/20/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,2107,5,0,10,-5,130,120,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
5,7,1/5/14,AS,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,620,-6,0,5,-6,119,119,101,672,Departure Delay 15 min or less,Arrival Delay 15 min or less
14,1,4/14/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1937,49,1,5,28,137,116,94,679,Departure Delay more than 15 min,Arrival Delay more than 15 min
20,4,3/20/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,2100,-13,0,5,-11,113,115,91,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
12,3,3/12/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1925,6,0,5,-2,115,107,97,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
25,6,1/25/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1255,19,1,3,11,123,115,95,679,Departure Delay more than 15 min,Arrival Delay 15 min or less
29,6,3/29/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1400,145,1,9,149,118,122,90,679,Departure Delay more than 15 min,Arrival Delay more than 15 min
10,4,4/10/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1915,31,1,5,13,120,102,91,671,Departure Delay more than 15 min,Arrival Delay 15 min or less
14,5,3/14/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,910,-5,0,9,-7,120,118,99,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
19,6,4/19/14,AS,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1845,25,1,7,21,115,111,96,671,Departure Delay more than 15 min,Arrival Delay more than 15 min
30,7,3/30/14,AS,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1845,-5,0,7,-9,114,110,96,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
12,6,4/12/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,915,-10,0,5,-15,122,117,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
17,1,3/17/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1150,21,1,4,22,115,116,105,671,Departure Delay more than 15 min,Arrival Delay more than 15 min
15,3,1/15/14,WN,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,710,15,1,3,4,125,114,104,697,Departure Delay 15 min or less,Arrival Delay 15 min or less
29,6,3/29/14,WN,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,1405,4,0,4,-7,120,109,95,697,Departure Delay 15 min or less,Arrival Delay 15 min or less
3,5,1/3/14,WN,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,740,7,0,3,-4,130,119,109,697,Departure Delay 15 min or less,Arrival Delay 15 min or less
13,1,1/13/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1053,-1,0,7,-1,131,131,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
21,5,2/21/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1105,1,0,5,-8,130,121,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
21,1,4/21/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,915,-12,0,3,-29,122,105,86,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
16,4,1/16/14,AS,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,955,-8,0,9,0,115,123,96,672,Departure Delay 15 min or less,Arrival Delay 15 min or less
11,2,3/11/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,2050,-5,0,5,-18,115,102,92,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
5,7,1/5/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1333,56,1,9,49,127,120,92,679,Departure Delay more than 15 min,Arrival Delay more than 15 min
23,7,3/23/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1150,10,0,6,7,115,112,97,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
13,4,3/13/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,700,-20,0,5,-18,118,120,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
31,5,1/31/14,VX,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1615,-4,0,6,-8,125,121,104,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
8,6,3/8/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,700,-5,0,7,-15,134,124,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
6,1,1/6/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,2306,10,0,6,-3,132,119,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
11,2,2/11/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,806,-7,0,6,-1,134,140,109,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
29,3,1/29/14,AS,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,1510,5,0,5,-5,124,114,100,697,Departure Delay 15 min or less,Arrival Delay 15 min or less
29,3,1/29/14,OO,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1403,102,1,7,81,131,110,93,679,Departure Delay more than 15 min,Arrival Delay more than 15 min
6,4,3/6/14,AS,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,1510,-8,0,6,-10,120,118,104,697,Departure Delay 15 min or less,Arrival Delay 15 min or less
16,7,2/16/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1610,0,0,6,-7,126,119,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
4,2,2/4/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1950,-11,0,8,-3,120,128,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
4,2,3/4/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,915,29,1,6,23,122,116,100,679,Departure Delay more than 15 min,Arrival Delay more than 15 min
9,3,4/9/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,2058,13,0,10,2,126,115,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
4,6,1/4/14,VX,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,700,4,0,6,14,125,135,109,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
18,2,2/18/14,VX,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1205,18,1,8,11,120,113,93,679,Departure Delay more than 15 min,Arrival Delay 15 min or less
20,7,4/20/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,905,-4,0,5,-20,120,104,92,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
7,5,2/7/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1934,5,0,7,8,132,135,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
20,4,3/20/14,AS,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,1845,-7,0,5,-13,120,114,99,697,Departure Delay 15 min or less,Arrival Delay 15 min or less
2,3,4/2/14,VX,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1605,-9,0,4,-23,125,111,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
18,2,2/18/14,VX,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,700,-3,0,6,-11,120,112,96,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
7,5,3/7/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1950,-3,0,7,3,117,123,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
20,4,2/20/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1210,2,0,4,-5,120,113,102,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
10,1,2/10/14,WN,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,710,-2,0,5,6,125,133,110,697,Departure Delay 15 min or less,Arrival Delay 15 min or less
2,7,3/2/14,WN,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,2135,21,1,4,-2,135,112,101,697,Departure Delay more than 15 min,Arrival Delay 15 min or less
11,5,4/11/14,VX,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,700,-1,0,7,-8,120,113,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
21,2,1/21/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,806,-4,0,7,-23,134,115,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
23,3,4/23/14,WN,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,2000,55,1,5,46,130,121,106,697,Departure Delay more than 15 min,Arrival Delay more than 15 min
5,7,1/5/14,OO,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,805,1,0,6,-1,130,128,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
26,6,4/26/14,VX,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1155,-5,0,6,-7,120,118,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
22,2,4/22/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,620,-1,0,6,-18,125,108,94,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
18,2,3/18/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1925,7,0,5,6,115,114,101,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
26,3,2/26/14,WN,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,825,-2,0,6,-30,130,102,87,697,Departure Delay 15 min or less,Arrival Delay 15 min or less
19,3,3/19/14,AS,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,735,-4,0,6,-3,117,118,102,697,Departure Delay 15 min or less,Arrival Delay 15 min or less
29,2,4/29/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,2020,-8,0,18,-5,116,119,91,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
12,6,4/12/14,AS,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,630,-1,0,4,4,119,124,108,697,Departure Delay 15 min or less,Arrival Delay 15 min or less
3,1,3/3/14,AS,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,620,-6,0,3,-10,119,115,94,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
31,5,1/31/14,AS,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,1845,-5,0,6,-3,125,127,113,697,Departure Delay 15 min or less,Arrival Delay 15 min or less
26,6,4/26/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1800,-6,0,4,-20,137,123,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
14,2,1/14/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,620,-2,0,5,-3,131,130,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
25,5,4/25/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,2058,62,1,7,62,126,126,98,679,Departure Delay more than 15 min,Arrival Delay more than 15 min
1,2,4/1/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,630,-2,0,7,-14,120,108,92,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
2,7,3/2/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,2057,58,1,7,39,131,112,93,679,Departure Delay more than 15 min,Arrival Delay more than 15 min
20,4,3/20/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1255,-10,0,8,0,115,125,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
18,2,2/18/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1435,-7,0,5,-20,125,112,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
19,7,1/19/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,915,-9,0,6,-19,125,115,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
7,5,3/7/14,AS,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,1010,-9,0,8,-2,120,127,108,697,Departure Delay 15 min or less,Arrival Delay 15 min or less
7,1,4/7/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1550,2,0,4,0,110,108,98,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
6,4,3/6/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1730,-3,0,8,9,118,130,107,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
25,2,2/25/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,2256,-3,0,8,-10,123,116,84,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
29,3,1/29/14,AS,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,1720,-9,0,4,-11,120,118,101,697,Departure Delay 15 min or less,Arrival Delay 15 min or less
8,6,2/8/14,UA,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,620,-3,0,7,-21,134,116,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
13,4,2/13/14,AS,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",WA,1730,-5,0,7,-4,118,119,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less
26,3,2/26/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1210,98,1,6,88,120,110,87,671,Departure Delay more than 15 min,Arrival Delay more than 15 min
9,7,3/9/14,AS,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,620,-8,0,10,-13,119,114,90,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
26,7,1/26/14,AS,SJC,"San Jose, CA",California,SEA,"Seattle, WA",WA,630,62,1,9,58,120,116,98,697,Departure Delay more than 15 min,Arrival Delay more than 15 min
17,1,3/17/14,AS,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1245,0,0,4,3,109,112,99,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
7,5,3/7/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1840,12,0,11,4,130,122,102,671,Departure Delay 15 min or less,Arrival Delay 15 min or less
29,2,4/29/14,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",WA,1100,19,1,6,24,115,120,94,671,Departure Delay more than 15 min,Arrival Delay more than 15 min
